Symbol,Name,IPOyear,MarketCap,Negotiable Cap.,Industry
1,PAB,1991/4/3,14308676139,11797404333,J Finance
2,VANKE-A,1991/1/29,9736656832,9717161455,K Real Estate
4,CAU-TECH,1990/12/1,83976684,82903548,C Manufacturing
5,FOUNTAIN,1990/12/10,1058536842,912328931,K Real Estate
6,ZHENYE,1992/4/27,1349995046,1339000579,K Real Estate
7,ZERO-SEVEN,1992/4/13,230965363,205604801,H Hotels & Catering
8,CHSR,1992/5/7,2409432927,1320143889,C Manufacturing
9,CBG,1991/6/25,1592107386,1488794712,S Conglomerates
10,SZHUAXIN,1995/10/27,819854713,407154317,E Construction
11,PRD,1992/3/30,528373849,175831365,K Real Estate
12,CSG,1992/2/28,1312751568,1304061716,C Manufacturing
14,SHAHE INDUSTRY,1992/6/2,201705187,201700249,K Real Estate
16,KONKA GROUP,1992/3/27,1596593800,1198857900,C Manufacturing
17,CBC,1992/3/31,302984965,302967139,C Manufacturing
18,SINO GREAT WALL,1992/6/16,377484679,99374824,C Manufacturing
19,SBSY,1992/10/12,269716984,251915307,C Manufacturing
20,HUAFA,1992/4/28,181165391,181146183,C Manufacturing
21,KAIFA,1994/2/2,1471259363,1469814362,C Manufacturing
22,CHIWAN WHARF,1993/5/5,464868300,464866999,G Transportation
23,UNIVERSE,1993/4/29,138756240,138756240,C Manufacturing
25,TELLUS,1993/6/21,270881600,179294044,F Wholesale & Retail
26,FIYTA,1993/6/3,311119870,311070137,F Wholesale & Retail
27,SEIC,1993/9/3,3964491597,1437524963,D Utilities
28,SINOPHARM ACCORD,1993/8/9,307746343,233261812,F Wholesale & Retail
29,SPG,1993/9/15,891660000,891592500,K Real Estate
30,SUNRISE,1993/9/29,1259095140,561689790,C Manufacturing
31,COFCO PROPERTY,1993/10/8,1813731596,1813722958,K Real Estate
32,SED,1993/10/28,351878445,232863239,F Wholesale & Retail
33,CENTURY PLAZA HOTEL,1994/1/3,329402050,329400349,H Hotels & Catering
34,SHENXIN TAIFENG,1994/5/9,357973531,340054000,S Conglomerates
35,CHINA TIANYING,1994/4/8,619278871,405800801,N Environmental Protection
36,UDC,1994/6/17,1140487712,1123882733,K Real Estate
37,NSRD,1994/7/1,338908150,338891172,D Utilities
38,SZCI,1994/8/8,96227998,37731440,K Real Estate
39,CIMC,1994/4/8,1261475377,1260641226,C Manufacturing
40,BADC,1994/8/8,469593364,464576042,K Real Estate
42,CENTRALCON HOLDING,1994/9/21,665069639,478846963,K Real Estate
43,AVIC REAL ESTATE,1994/9/28,666961416,666780666,K Real Estate
45,STHC,1994/8/15,457021849,405563873,C Manufacturing
46,OCEANWIDE HOLDINGS,1994/9/12,4557311768,4549886929,K Real Estate
48,KONDARL,1994/11/1,390768671,381980118,C Manufacturing
49,DESAYBATTERY,1995/3/20,205243738,205243738,C Manufacturing
50,TIANMA,1995/3/15,1131738475,943086454,C Manufacturing
55,FANGDA GROUP,1996/4/15,420958717,419986675,C Manufacturing
56,WTGJ,1996/7/8,451866604,143055590,K Real Estate
58,SEGCL,1996/12/26,538337692,538266003,L Business Support
59,HUAJIN CO. LTD,1997/1/30,1599442537,1399970996,C Manufacturing
60,NONFEMET,1997/1/23,2212627938,2061800421,C Manufacturing
61,SZAP,1997/1/10,1696964131,1607659546,L Business Support
62,HUAQIANG INDUSTRY,1997/1/30,721316774,666949797,L Business Support
63,ZTE,1997/11/18,3396478001,3388003904,C Manufacturing
65,NORINCO INTERNATIONA,1998/6/5,274371762,253401907,E Construction
66,GREATWALL COMPUTER,1997/6/26,1323593886,1323570126,C Manufacturing
68,HUAKONG SEG,1997/6/11,1006671464,896671464,C Manufacturing
69,OCT HOLDING,1997/9/10,8205681415,3275849646,N Environmental Protection
70,SDGI,2000/5/11,313497373,258611876,C Manufacturing
78,NEPTUNUS,1998/12/18,752513855,730277513,F Wholesale & Retail
88,YANTIAN PORT,1997/7/28,1942200000,1942145797,G Transportation
89,SACL,1998/4/20,2050769509,2050769509,G Transportation
90,TAGEN,1999/7/21,855561097,552530044,E Construction
96,GJNY,2000/7/24,528000000,510848000,F Wholesale & Retail
99,COHC,2000/7/31,606070420,606070420,G Transportation
100,TCL,2004/1/30,12229283042,9009336788,C Manufacturing
150,YIHUA HEALTHCARE,2000/8/7,447804877,324000000,K Real Estate
151,COMPLANT-LTD,2000/9/6,295980000,266543967,F Wholesale & Retail
153,FENGYUAN PHARMACEUTI,2000/9/20,312141230,296645200,C Manufacturing
155,SCC,2000/9/26,470000000,470000000,C Manufacturing
156,WASU,2000/9/6,1433351902,546868435,R Media
157,ZOOMLION CO. LTD.,2000/10/12,6275925164,6265568472,C Manufacturing
158,CSTEX,2000/7/24,1271442278,718568850,C Manufacturing
159,XIIC,2000/9/26,481139294,481081919,F Wholesale & Retail
166,SWHY,2015/1/26,14856744977,3254680459,J Finance
301,CESM,2000/5/29,1218236445,1218236445,D Utilities
333,MIDEA GROUP,2013/9/18,4266987349,2240643599,C Manufacturing
338,WEICHAI POWER,2007/4/30,3027099278,2092169774,C Manufacturing
400,XJEC,1997/4/18,1008327309,737446047,C Manufacturing
401,JIDONG CEMENT,1996/6/14,1347522914,1347116471,C Manufacturing
402,FINANCIAL STREET,1996/6/26,2988929907,2986967435,K Real Estate
403,ZXB&C,1996/6/28,272577599,181756468,C Manufacturing
404,HYCC,1996/6/19,559623953,494293434,C Manufacturing
407,SDSL,1996/7/3,774048768,661449064,C Manufacturing
408,*STJG,1996/6/28,252301500,252300600,F Wholesale & Retail
409,SDGM,1996/6/27,472709345,357589382,B Mining
410,SMTCL,1996/7/18,765470884,739418797,C Manufacturing
411,"INT""L GROUP",1996/7/16,207449946,207314121,F Wholesale & Retail
413,DONGXU OPTOELECTRONI,1996/9/25,3585100525,2019255121,C Manufacturing
415,BOHAI LEASING,1996/7/16,6184521282,3115585808,L Business Support
416,MINSHENG HOLDINGS,1996/7/19,531871494,531610254,J Finance
417,HFBH,1996/8/12,779884200,778610725,F Wholesale & Retail
418,LITTLESWAN,1997/3/28,441451892,437740702,C Manufacturing
419,TONGCHENG,1996/8/16,543582655,543289983,F Wholesale & Retail
420,JLCF,1996/8/2,716603328,318245769,C Manufacturing
421,NANJING ZHONGBEI,1996/8/6,572646934,351684100,D Utilities
422,HBYH,1996/8/15,897866712,897812984,C Manufacturing
423,DEEJ,1996/7/29,654021537,653867313,C Manufacturing
425,XCMG,1996/8/28,7084287702,7069505961,C Manufacturing
426,IMXM,1996/8/28,1193889056,963265452,B Mining
428,HUATIAN HOTEL,1996/8/8,1018926000,718748700,H Hotels & Catering
429,GPED,1998/2/20,908367748,468668996,G Transportation
430,ZTDC,1996/8/29,320835149,209033647,N Environmental Protection
488,SCPH,2000/11/20,1113278456,1105037237,C Manufacturing
498,SHANDONGROAD&BRIDGE,1997/6/9,1120139063,440700000,E Construction
501,WUSHANG GROUP,1992/11/20,529025590,507199303,F Wholesale & Retail
502,LJH,1992/11/23,184819607,183012031,K Real Estate
503,SEARAINBOW,1992/11/30,898822204,897923706,I IT
504,CMI,1992/12/8,311573901,310577844,R Media
505,HN PEARL RIVER,1992/12/21,361770404,360362416,K Real Estate
506,ZRC,1993/3/12,929017761,928310961,B Mining
507,ZPH,1993/3/26,789540919,772090797,G Transportation
509,TONY&HASU,1993/5/7,825483117,604794391,C Manufacturing
510,JINLU GROUP,1993/5/7,609182254,563390248,C Manufacturing
511,ENE-CARBON,1993/5/18,1154832011,1154821512,C Manufacturing
513,LIVZON GROUP,1993/10/28,251298187,230907396,C Manufacturing
514,YUKAIFA,1993/7/12,843770965,843770627,K Real Estate
516,IMIC,1993/8/9,788419721,698980953,F Wholesale & Retail
517,,1993/8/6,3183922485,3035317965,K Real Estate
518,JSSH,1993/9/8,1029556222,1029107630,C Manufacturing
519,JIANGNAN RED ARROW,1993/10/8,1033224158,457958913,C Manufacturing
520,CH PHOENIX,1993/10/25,1012083455,1012083455,G Transportation
521,HFML,1993/10/18,600875205,591909884,C Manufacturing
523,LONKEY,1993/11/8,445993023,445532100,C Manufacturing
524,LN HOLDINGS,1993/11/18,269673744,269671562,H Hotels & Catering
525,REDSUN,1993/10/28,507246849,506983093,C Manufacturing
526,INSIGHT INVESTMENT,1993/11/1,96195107,96194357,K Real Estate
528,LIUGONG,1993/11/18,1125242136,1125088386,C Manufacturing
529,,1993/11/18,583790330,567197793,C Manufacturing
530,DRC,1993/12/8,245164975,215793449,C Manufacturing
531,HENGYUN GROUP,1994/1/6,685082820,685065434,D Utilities
532,LEAGUER,1994/1/3,344708340,343352552,S Conglomerates
533,MACRO,1994/1/3,690816000,684900468,C Manufacturing
534,WEDGE CORPORATION,1994/1/10,491785096,491205521,K Real Estate
536,CPT TECH GROUP,1993/11/26,779102886,250867381,C Manufacturing
537,GYFZ,1993/12/10,512717581,512443633,K Real Estate
538,YUNNAN BAIYAO,1993/12/15,1041399718,1041392430,C Manufacturing
539,GED,1993/11/26,4451875986,2553909163,D Utilities
540,ZHONGTIAN,1994/2/2,4378815465,3920198574,K Real Estate
541,FSL,1993/11/23,979340368,974861588,C Manufacturing
543,WENERGY CO. LTD,1993/12/20,1790395978,1742765392,D Utilities
544,ZHONGYUAN EN-PROT,1993/12/8,269459799,269459799,D Utilities
545,JPTY,1993/12/15,986833096,596078076,C Manufacturing
546,JYC,1993/12/15,598439493,273647644,C Manufacturing
547,ADDSINO,1993/11/30,1429628897,834825715,C Manufacturing
548,HIG,1993/12/20,499215811,499201046,G Transportation
550,JMC,1993/12/1,519214000,517488100,C Manufacturing
551,CTS,1994/1/6,400080405,400026405,S Conglomerates
552,JINGYUAN CE,1994/1/6,1143485525,354120750,B Mining
553,SANONDA,1993/12/3,363923220,363902689,C Manufacturing
554,TSPC,1993/12/15,480793318,362586041,F Wholesale & Retail
555,TECHO TELECOM,1994/4/8,917811916,240520364,I IT
557,YINGUANGXIA,1994/6/17,686133996,668004924,C Manufacturing
558,LANDER,1994/5/9,859482633,764570208,K Real Estate
559,WXQC,1994/1/10,2294299545,2289776136,C Manufacturing
560,KUNMING SINOBRIGHT,1994/2/2,1170235934,315900482,F Wholesale & Retail
561,FHEC,1994/5/9,595844701,593991864,C Manufacturing
563,SITI,1994/1/10,1545245866,1214664293,J Finance
564,XI AN MINSHENG,1994/1/10,752926271,435901157,F Wholesale & Retail
565,CHQSXP,1994/4/8,433592220,433592220,C Manufacturing
566,HAINAN HAIYAO,1994/5/25,545340432,494306524,C Manufacturing
567,HDI,1994/5/25,151200000,150325203,K Real Estate
568,LUZHOU LAO JIAO,1994/5/9,1402252476,1401771961,C Manufacturing
570,CHANGCHAI,1994/7/1,411374326,411374326,C Manufacturing
571,SUNDIRO HOLDING,1994/5/25,814064000,733968035,B Mining
572,HAIMA AUTOMOBILE,1994/8/8,1644636426,1641923447,C Manufacturing
573,WINNERWAY,1994/8/15,622755604,622173326,K Real Estate
576,JSCC,1994/9/7,442861324,249838694,C Manufacturing
581,WEIFU HIGH-TECH,1998/9/24,836570570,836491993,C Manufacturing
582,BBWPORT,1995/11/2,954045720,142059007,G Transportation
584,SYIH,1995/11/28,613324339,604505883,C Manufacturing
585,NEE,1995/12/13,615420000,608284505,C Manufacturing
586,HYC,1995/12/20,193440000,193300965,C Manufacturing
587,GLJ,1996/4/25,1061874665,557134734,C Manufacturing
589,GZT,1996/3/8,775464304,745407256,C Manufacturing
590,THUG,1996/1/19,223331267,223236227,C Manufacturing
591,TJG,1996/2/8,274630983,274630983,F Wholesale & Retail
592,PINGTAN DEVELOPMENT,1996/3/27,965890446,837704628,A Agriculture
593,BAOGUANG PHARM.,1996/3/12,279940202,223128781,F Wholesale & Retail
595,BAOTA INDUSTRY,1996/4/19,372440125,216810384,C Manufacturing
596,GUJING DISTILLERY,1996/9/27,383600000,383599100,C Manufacturing
597,NEP.,1996/5/23,474655068,438056092,C Manufacturing
598,XREC,1996/5/29,2986218602,2986218602,D Utilities
599,DOUBLESTAR,1996/4/30,674578893,627971874,C Manufacturing
600,JEI,1996/6/6,1791626376,1090044126,D Utilities
601,SHAONENG,1996/8/30,1080551669,994013082,D Utilities
603,SDM,1996/8/23,504988667,387140738,B Mining
605,BHWI,1996/9/13,194991066,118435415,D Utilities
606,QH GELATIN,1996/10/4,472113600,469323857,C Manufacturing
607,HUAMEI HOLDING,1996/8/30,1017698410,487269545,R Media
608,YANGGUANG,1996/9/19,749913309,749764369,K Real Estate
609,MAINSTREETS,1996/10/10,298095522,274465248,K Real Estate
610,XATC,1996/9/26,236747901,195108432,N Environmental Protection
611,IMD,1996/10/8,321822022,319064317,C Manufacturing
612,JZWF AL,1996/9/26,1202844594,957781156,C Manufacturing
613,DADONGHAI,1997/1/28,276100000,261026800,H Hotels & Catering
615,GOLDEN RING,1996/10/16,390125275,177002399,C Manufacturing
616,HNA INVESTMENT,1996/11/8,1430234425,1430213275,K Real Estate
617,JDEC,1996/10/22,287539200,287539200,C Manufacturing
619,CONCH PROFILES,1996/10/23,360000000,360000000,C Manufacturing
620,MACROLINK,1996/10/29,1896690420,1597970649,K Real Estate
622,HLSY,1996/11/7,425226000,282990647,C Manufacturing
623,JLAD,1996/10/28,894438433,806891163,C Manufacturing
625,CHANGAN AUTOMOBILE,1997/6/10,3760899966,3387522724,C Manufacturing
626,IDEAL GROUP,1996/11/28,202500000,202297500,F Wholesale & Retail
627,BIOCAUSE PHARMA,1996/11/12,1353589866,1353578041,C Manufacturing
628,HI-TECH DEVELOPMENT,1996/11/18,311480000,187834012,E Construction
629,PGVT,1996/11/15,8589746202,4766821153,B Mining
630,TLYS,1996/11/20,9560643685,9560461435,C Manufacturing
631,SFHY,1996/11/22,1463713654,1463660968,K Real Estate
632,SANMU GROUP,1996/11/21,465519570,465411606,F Wholesale & Retail
633,HJINV,1996/11/12,385106373,332338672,C Manufacturing
635,YLT,1996/11/20,303087602,303087602,C Manufacturing
636,FENGHUA,1996/11/29,895233111,750481767,C Manufacturing
637,MPCSH,1996/11/14,519875356,366464646,C Manufacturing
638,VANFUND,1996/11/26,309400000,308888886,F Wholesale & Retail
639,XIWANG,1996/11/26,376645668,376632486,C Manufacturing
650,,1996/12/10,1238340076,1237995020,C Manufacturing
651,GREE,1996/11/18,6015730878,5970892480,C Manufacturing
652,TEDA,1996/11/28,1475573852,1464809896,F Wholesale & Retail
655,JINLING MINING,1996/11/28,595340230,595340230,B Mining
656,JINKE CO. LTD,1996/11/28,4327060153,3777530829,K Real Estate
657,CHINA TUNGSTEN HIG,1996/12/5,628654664,245570701,C Manufacturing
659,ZHUHAI ZHONGFU,1996/12/3,1285702520,1284424225,C Manufacturing
661,CCHN,1996/12/18,131326570,131276029,C Manufacturing
662,SOFTTO,1996/12/16,287989200,287904377,C Manufacturing
663,YONGAN FORESTRY,1996/12/6,341019799,170318617,A Agriculture
665,HBBTN,1996/12/10,636217448,211345026,R Media
666,JWTM,1996/12/10,523330000,293478766,C Manufacturing
667,CELEBRITIES,1996/12/5,2559592332,2559547901,K Real Estate
668,RONG FENG HOLDING,1996/12/10,146841890,146688393,K Real Estate
669,PCJEI,1996/12/10,486006284,396061626,D Utilities
670,INFOTMIC,1996/12/17,816627360,559335918,C Manufacturing
671,SUNSHINE CITY,1996/12/18,4015407315,3232467153,K Real Estate
672,TCJT,1996/12/18,813619871,215443145,C Manufacturing
673,SLI,1997/1/24,393080000,208080000,R Media
676,GENIMOUS INVESTMENT,1996/12/24,314586699,314008699,C Manufacturing
677,HELON,1996/12/26,863977948,863971948,C Manufacturing
678,XY BEARING,1997/1/6,429079797,301075108,C Manufacturing
679,DFGC,1997/1/24,356400000,356342394,F Wholesale & Retail
680,SHANTUI,1997/1/22,1240787611,954908635,C Manufacturing
681,VCG,1997/1/21,700577436,196675478,R Media
682,DONGFANG ELECTRONICS,1997/1/21,978163195,978023795,C Manufacturing
683,YUAN XING ENERGY,1997/1/31,1618891844,934305424,C Manufacturing
685,ZPUG,1997/1/23,1475111351,997450677,D Utilities
686,NORTHEAST SECURITIES,1997/2/27,1957166032,1748696998,J Finance
687,HUAXUN FANGZHOU,1997/2/21,757368462,531574204,C Manufacturing
688,JIANXIN MINING,1997/1/20,1137299314,296033994,B Mining
690,BAONENGYUAN,1997/1/28,1726612500,1718238713,D Utilities
691,YATAI,1997/2/28,323270000,290486300,K Real Estate
692,HUITIAN THERMALPOWER,1997/2/27,532832976,532785162,D Utilities
693,UNIONNET,1997/2/26,543491923,255191023,B Mining
695,TJBE,1997/2/18,222147539,221503897,D Utilities
697,LIGEANCE MINERAL,1997/3/25,559680049,455605268,B Mining
698,SY CHEMICAL,1997/2/20,819514395,627066841,C Manufacturing
700,MPT,1997/2/28,358603951,308910620,C Manufacturing
701,XINDECO,1997/2/26,310884043,289045206,F Wholesale & Retail
702,HNZHKJ,1997/3/18,266634576,266633575,C Manufacturing
703,HYPC,1997/3/28,1306132696,1153455026,C Manufacturing
705,ZHENYUAN CO. LTD,1997/4/10,334123286,281942251,F Wholesale & Retail
707,SHUANGHUAN TECH,1997/4/15,464145765,464144265,C Manufacturing
708,DAYE,1997/3/26,449408480,449408480,C Manufacturing
709,HEBEI STEEL CORP.,1997/4/16,10618607852,10616880086,C Manufacturing
710,TIANXING,1997/4/22,151200000,151200000,C Manufacturing
711,KINGLAND TECHNOLOGY,1997/4/11,160898400,160898400,K Real Estate
712,GOLDEN DRAGON,1997/4/15,896000000,846275000,J Finance
713,FENGLE SEED,1997/4/22,298875968,298870446,A Agriculture
715,CDSCBGCL,1997/5/8,279006000,278546329,F Wholesale & Retail
716,NANFANG BLACK SESAME,1997/4/18,318542222,222489550,C Manufacturing
717,SGSS,1997/5/8,2419524410,1669524410,C Manufacturing
718,SUC,1997/4/8,3034636384,1910491034,K Real Estate
719,CCLM,1997/3/31,787079807,513147154,R Media
720,LN&TS,1997/5/9,863460000,863459250,D Utilities
721,XAYS,1997/4/30,499055920,435624070,H Hotels & Catering
722,HNFZ,1997/5/22,464158282,464155941,D Utilities
723,MEIJIN ENERGY,1997/5/15,1959198390,194861253,C Manufacturing
725,BOE,2001/1/12,33950977574,23353337894,C Manufacturing
726,LTTC,2000/12/25,561883400,560829960,C Manufacturing
727,HUADONG TECHNOLOGY,1997/5/20,2264783490,358148853,C Manufacturing
728,GUOYUAN SECURITIES,1997/6/16,1964100000,1964100000,J Finance
729,YANJING BREWERY,1997/7/16,2818539341,2509339569,C Manufacturing
731,SCMF,1997/6/17,591484352,591484352,C Manufacturing
732,TAIHE GROUP,1997/7/4,1244450720,1015605355,K Real Estate
733,ZHENHUA,1997/7/3,469342218,429158874,C Manufacturing
735,HKAIT,1997/6/11,880132000,879482395,A Agriculture
736,CREC,1997/4/25,297193885,138733650,K Real Estate
737,NAFINE,1997/4/28,548760000,548747680,C Manufacturing
738,NF SPACE NAVIGATION,1997/6/26,1145642349,1145627049,C Manufacturing
739,APELOA PHARMA.,1997/5/9,1146869310,753942038,C Manufacturing
748,GWI,1997/7/4,814818606,802079752,C Manufacturing
750,SEALAND SECURITIES,1997/7/9,2810361315,2310359065,J Finance
751,HLD ZINC,1997/6/26,1409869279,1409864479,C Manufacturing
752,TIBET DEV,1997/6/25,263758491,263735599,C Manufacturing
753,ZZDC,1997/6/26,884146545,819355295,F Wholesale & Retail
755,SWGC,1997/6/27,469264621,469255943,C Manufacturing
756,XINHUA PHARM,1997/8/6,307312830,307303905,C Manufacturing
757,HAOWU,1997/6/27,451621156,312787320,C Manufacturing
758,NFC,1997/4/16,984689212,901498058,B Mining
759,ZBJT,1997/5/19,681021500,680571692,F Wholesale & Retail
760,STEYR MOTORS,1997/6/27,771844628,331593208,C Manufacturing
761,BSP,1998/1/15,2736000000,2736000000,C Manufacturing
762,TMD,1997/7/8,475974877,475950049,B Mining
766,TONGHUA GOLDEN HORSE,1997/4/30,573488849,449012280,C Manufacturing
767,ZHANGZE POWER,1997/6/9,2253737800,1572679908,D Utilities
768,AVIC AIRCRAFT,1997/6/26,2768645071,2653817284,C Manufacturing
776,GF SECURITIES,1997/6/11,5919291464,5919291464,J Finance
777,SUFA,1997/7/10,383417593,383370855,C Manufacturing
778,XINXING PIPES,1997/6/6,3643307361,3642935636,C Manufacturing
779,SANMAO PAISHEN,1997/5/28,186441020,186441020,C Manufacturing
780,PINGZHUANG ENERGY,1997/6/6,1014306324,1014306324,B Mining
782,MEIDA,1997/6/19,528139623,404508779,C Manufacturing
783,CJZQ,1997/7/31,4742467678,4742392213,J Finance
785,ZNCG,1997/7/11,251221698,251093698,F Wholesale & Retail
786,BNBMPLC,1997/6/6,1413981592,1377655722,C Manufacturing
788,PKU HEALTHCARE,1997/6/16,595987425,558774373,C Manufacturing
789,WANNIANQING,1997/9/23,613364368,613349824,C Manufacturing
790,HOIST INC.,1998/3/27,431021374,428607288,C Manufacturing
791,GEPIC,1997/10/14,722157900,722124150,D Utilities
792,QHSLI,1997/9/4,1857393734,1566377949,C Manufacturing
793,HUAWEN MEDIA,1997/7/29,2051228683,1696511804,R Media
795,TYAO,1997/8/8,444486764,326395043,C Manufacturing
796,HNA CAISSA,1997/7/3,803000258,246199490,H Hotels & Catering
797,CHINA WUYI,1997/7/15,389452440,334362342,K Real Estate
798,COFC,1998/2/12,319455000,319396214,A Agriculture
799,JGJC,1997/7/18,324928980,224201689,C Manufacturing
800,FAWCAR,1997/6/18,1627500000,1411754078,C Manufacturing
801,SICHUAN JIUZHOU,1998/5/6,511403323,459888172,C Manufacturing
802,BJCT,1998/1/8,388600360,374980360,R Media
803,JYAC,1998/3/3,127730893,97692759,C Manufacturing
806,GALAXY BIOMEDICAL,1998/4/16,1099911762,698448301,C Manufacturing
807,YNALCO,1998/4/8,1898611645,1538981301,C Manufacturing
809,TIELING NEWCITY,1998/6/16,824791293,824791293,N Environmental Protection
810,SKYWORTHDT,1998/6/2,998503266,392172296,C Manufacturing
811,YANTAI MOON,1998/5/28,435369434,394589178,C Manufacturing
812,SHAANXI JIN YE,1998/6/23,447375651,446268737,C Manufacturing
813,TIANSHAN WOOLTEX,1998/5/19,467495367,363450750,B Mining
815,MEILI PAPER,1998/6/9,316800000,316800000,C Manufacturing
816,NH INTELLIGENT,1997/8/18,1418803318,1088777472,C Manufacturing
818,FDC,1997/10/17,680000000,680000000,C Manufacturing
819,YUEYANG XINGCHANG,1997/6/25,246111657,246098180,C Manufacturing
820,JINCHENG STOCK,1998/6/30,287834760,220877211,C Manufacturing
821,JSQJ,1998/6/26,477732636,345219476,C Manufacturing
822,SDHH,1998/7/3,895091926,895083093,C Manufacturing
823,GOWORLD,1997/10/8,536966000,536857016,C Manufacturing
825,STSS,1998/10/21,5696247796,5696074051,C Manufacturing
826,TUS-SOUND,1998/2/25,846536940,841749650,N Environmental Protection
828,DONGGUAN HOLDINGS,1997/6/17,1039516992,1039516992,G Transportation
829,TELLING HOLDING,1997/12/2,946901092,946901092,F Wholesale & Retail
830,LUXI CHEMICAL,1998/8/7,1464860778,1463978828,C Manufacturing
831,GLGF,1998/9/11,980888981,745652671,C Manufacturing
833,GUITANG,1998/11/11,668401851,296065450,C Manufacturing
835,GWACG,1999/6/25,305370000,302895000,C Manufacturing
836,XINMAO S&T,1997/9/29,402818408,292489825,C Manufacturing
837,QINCHUAN,1998/9/28,693370910,481494922,C Manufacturing
838,CASIN,1997/6/26,314417763,180578044,K Real Estate
839,CITIC GUOAN INFO.,1997/10/31,1567930541,1567664379,I IT
848,CHENGDELOLO,1997/11/13,752740560,752379809,C Manufacturing
850,HUAMAO SHARE,1998/10/7,943665009,943200127,C Manufacturing
851,GOHIGH,1998/6/9,591364260,487837889,F Wholesale & Retail
852,SOFE,1998/11/26,460121300,400400000,C Manufacturing
856,JIDONG EQUIPMENT,1998/8/13,227000000,227000000,C Manufacturing
858,WULIANGYE,1998/4/27,3795966720,3795673399,C Manufacturing
859,GPI,1998/11/19,739449730,739448268,C Manufacturing
860,SHUNXIN AGRICULTURE,1998/11/4,570589992,562999200,C Manufacturing
861,HIGHSUN,1998/10/28,2249862979,1860512068,L Business Support
862,YINXING,1998/9/15,541632994,334359292,D Utilities
863,SANXIANG,1997/9/25,956481910,911167003,K Real Estate
868,ANKAI,1997/7/25,695565603,695561553,C Manufacturing
869,CHANGYU,2000/10/26,453460800,453460800,C Manufacturing
875,JPSC,2002/9/26,1460612195,1115601020,D Utilities
876,NEW HOPE,1998/3/11,2084117292,1728308662,C Manufacturing
877,TSC,1999/1/7,880101259,880051363,C Manufacturing
878,YCC,1998/6/2,1416398800,1416391956,C Manufacturing
880,WCZJ,1998/4/2,276100500,135135000,C Manufacturing
881,CDIG,1998/9/2,308918400,307964083,S Conglomerates
882,BHDS,1998/6/16,2226086429,1884686901,K Real Estate
883,HEGC,1998/5/19,6507449486,5346003703,D Utilities
885,TONGLI CEMENT,1999/3/19,474799283,426799283,C Manufacturing
886,HEC,1998/1/23,988828300,964619941,K Real Estate
887,AHZHONGDING,1998/12/3,1115493070,1113916186,C Manufacturing
888,EMEI SHAN,1997/10/21,526913102,526825711,N Environmental Protection
889,MAOYE COMMUNICATION,1997/12/18,621826786,445276416,F Wholesale & Retail
890,FASTEN,1999/1/19,379641600,379572386,C Manufacturing
892,STM,1999/1/15,413876880,306937440,I IT
893,DONLINKS,1998/12/24,756903272,392117076,C Manufacturing
895,SHUANGHUI,1998/12/10,3300867672,1817412010,C Manufacturing
897,JBDC,1999/4/22,1617272234,1617126819,K Real Estate
898,ANSC,1997/12/25,6149007847,6148956923,C Manufacturing
899,JXGNCL,1997/11/26,646677760,555181703,D Utilities
900,XD INVESTMENT,1999/1/28,1011885556,1010788069,G Transportation
901,AHTHGC,1999/4/1,323624221,323624221,C Manufacturing
902,XYF,1999/4/8,659224645,258000000,C Manufacturing
903,YUNNEI POWER,1999/4/15,799013968,790601269,C Manufacturing
905,XPD,1999/4/29,531000000,531000000,G Transportation
906,ZMD,1999/7/7,392932669,330605802,F Wholesale & Retail
908,JINGFENG PHARMACEUTI,1999/2/3,799794865,274855304,C Manufacturing
909,SOYEA,1999/5/7,294000000,294000000,S Conglomerates
910,DARE TECH.,1999/6/30,527500000,527500000,C Manufacturing
911,NNSUGAR,1999/5/27,324080937,286640000,C Manufacturing
912,LTH,1999/6/3,585000000,585000000,C Manufacturing
913,QJMT,1999/5/14,453536000,453436347,C Manufacturing
915,SHANDA WIT,1999/6/9,180254989,179376429,C Manufacturing
916,HB EXPRESSWAY,1999/9/27,1090000000,1089979262,G Transportation
917,TIK,1999/3/25,1417556338,1061957014,I IT
918,CALXON GROUP,1999/7/20,1804191500,1804191500,K Real Estate
919,JINLING PHARM.,1999/11/18,504000000,503169001,C Manufacturing
920,SOUTH HUITON,1999/6/16,422000000,421892825,C Manufacturing
921,KELON,1999/7/13,903135562,902063017,C Manufacturing
922,JEMC,1999/6/18,543667277,365577214,C Manufacturing
923,XCMC,1999/7/14,198000000,198000000,C Manufacturing
925,UNITED,1999/6/11,324083862,301182033,C Manufacturing
926,FXST,1999/6/18,712355650,530648422,K Real Estate
927,TJFAW,1999/7/27,1595174020,1595170960,C Manufacturing
928,SINOSTEEL ENTEC,1999/3/12,642562099,412865702,E Construction
929,LANZHOU HUANGHE,1999/6/23,185766000,185632527,C Manufacturing
930,COFCO BIOCHEMICAL,1999/7/12,964411115,964396472,C Manufacturing
931,CENTEK,1999/7/12,674846940,667956317,S Conglomerates
932,VALIN STEEL,1999/8/3,3015650025,3015136931,C Manufacturing
933,SHENHUO CO.LTD,1999/8/31,1900500000,1900448400,C Manufacturing
935,SHUANGMA CEMENT,1999/8/24,763440333,319410000,C Manufacturing
936,H.X.C.,1999/8/10,886012887,747632889,C Manufacturing
937,JZEG,1999/9/9,3533546850,2869185275,B Mining
938,UNIS,1999/11/4,206080000,206074563,C Manufacturing
